Time (s), voltage (V)
+3.219500E+00,+229.130E-03
+3.222000E+00,+233.841E-03
+3.224500E+00,+228.816E-03
+3.227000E+00,+225.518E-03
+3.229500E+00,+218.138E-03
+3.232000E+00,+214.212E-03
+3.234500E+00,+214.369E-03
+3.237000E+00,+227.560E-03
+3.239500E+00,+228.659E-03
+3.242000E+00,+232.271E-03
+3.244500E+00,+232.585E-03
+3.247000E+00,+228.031E-03
+3.249500E+00,+220.964E-03
+3.252000E+00,+214.683E-03
+3.254500E+00,+218.452E-03
+3.257000E+00,+219.865E-03
+3.259500E+00,+221.592E-03
+3.262000E+00,+233.213E-03
+3.264500E+00,+223.948E-03
+3.267000E+00,+227.403E-03
+3.269500E+00,+219.080E-03
+3.272000E+00,+208.401E-03
+3.274500E+00,+216.881E-03
+3.277000E+00,+222.063E-03
+3.279500E+00,+231.643E-03
+3.282000E+00,+231.800E-03
+3.284500E+00,+231.800E-03
+3.287000E+00,+220.493E-03
+3.289500E+00,+217.823E-03
+3.292000E+00,+210.757E-03
+3.294500E+00,+214.212E-03
+3.297000E+00,+213.269E-03
+3.299500E+00,+220.022E-03
+3.302000E+00,+232.114E-03
+3.304500E+00,+225.361E-03
+3.307000E+00,+222.220E-03
+3.309500E+00,+219.551E-03
+3.312000E+00,+209.344E-03
+3.314500E+00,+213.269E-03
+3.317000E+00,+221.278E-03
+3.319500E+00,+227.560E-03
+3.322000E+00,+231.643E-03
+3.324500E+00,+225.204E-03
+3.327000E+00,+225.047E-03
+3.329500E+00,+221.121E-03
+3.332000E+00,+211.856E-03
+3.334500E+00,+219.394E-03
+3.337000E+00,+227.874E-03
+3.339500E+00,+227.874E-03
+3.342000E+00,+229.130E-03
+3.344500E+00,+231.643E-03
+3.347000E+00,+222.692E-03
+3.349500E+00,+214.997E-03
+3.352000E+00,+218.609E-03
+3.354500E+00,+224.262E-03
+3.357000E+00,+224.262E-03
+3.359500E+00,+222.692E-03
+3.362000E+00,+231.329E-03
+3.364500E+00,+223.320E-03
+3.367000E+00,+221.435E-03
+3.369500E+00,+216.567E-03
+3.372000E+00,+214.683E-03
+3.374500E+00,+217.352E-03
+3.377000E+00,+220.336E-03
+3.379500E+00,+226.146E-03
+3.382000E+00,+226.460E-03
+3.384500E+00,+226.774E-03
+3.387000E+00,+221.592E-03
+3.389500E+00,+212.484E-03
+3.392000E+00,+218.138E-03
+3.394500E+00,+216.881E-03
+3.397000E+00,+218.923E-03
+3.399500E+00,+223.006E-03
+3.402000E+00,+230.229E-03
+3.404500E+00,+222.692E-03
+3.407000E+00,+218.766E-03
+3.409500E+00,+216.567E-03
+3.412000E+00,+214.526E-03
+3.414500E+00,+220.493E-03
+3.417000E+00,+223.948E-03
+3.419500E+00,+224.262E-03
+3.422000E+00,+229.287E-03
+3.424500E+00,+229.130E-03
+3.427000E+00,+219.394E-03
+3.429500E+00,+213.269E-03
+3.432000E+00,+219.237E-03
+3.434500E+00,+220.807E-03
+3.437000E+00,+225.675E-03
+3.439500E+00,+230.700E-03
+3.442000E+00,+229.915E-03
+3.444500E+00,+221.121E-03
+3.447000E+00,+216.881E-03
+3.449500E+00,+218.295E-03
+3.452000E+00,+217.666E-03
+3.454500E+00,+220.807E-03
+3.457000E+00,+228.502E-03
+3.459500E+00,+227.874E-03
+3.462000E+00,+231.486E-03
+3.464500E+00,+221.906E-03
+3.467000E+00,+221.906E-03
+3.469500E+00,+214.212E-03
+3.472000E+00,+214.683E-03
+3.474500E+00,+224.105E-03
+3.477000E+00,+230.700E-03
+3.479500E+00,+224.419E-03
+3.482000E+00,+229.601E-03
+3.484500E+00,+228.816E-03
+3.487000E+00,+217.981E-03
+3.489500E+00,+216.410E-03
+3.492000E+00,+218.609E-03
+3.494500E+00,+221.278E-03
+3.497000E+00,+221.592E-03
+3.499500E+00,+224.576E-03
+3.502000E+00,+230.543E-03
+3.504500E+00,+217.195E-03
+3.507000E+00,+213.112E-03
+3.509500E+00,+221.435E-03
+3.512000E+00,+218.452E-03
+3.514500E+00,+219.708E-03
+3.517000E+00,+225.047E-03
+3.519500E+00,+226.146E-03
+3.522000E+00,+228.816E-03
+3.524500E+00,+224.890E-03
+3.527000E+00,+215.782E-03
+3.529500E+00,+215.625E-03
+3.532000E+00,+214.526E-03
+3.534500E+00,+219.080E-03
+3.537000E+00,+224.890E-03
+3.539500E+00,+223.634E-03
+3.542000E+00,+224.262E-03
+3.544500E+00,+222.220E-03
+3.547000E+00,+215.625E-03
+3.549500E+00,+216.253E-03
+3.552000E+00,+218.138E-03
+3.554500E+00,+226.774E-03
+3.557000E+00,+230.072E-03
+3.559500E+00,+228.188E-03
+3.562000E+00,+228.502E-03
+3.564500E+00,+220.493E-03
+3.567000E+00,+208.244E-03
+3.569500E+00,+205.261E-03
+3.572000E+00,+204.633E-03
+3.574500E+00,+208.872E-03
+3.577000E+00,+209.815E-03
+3.579500E+00,+208.244E-03
+3.582000E+00,+206.988E-03
+3.584500E+00,+200.236E-03
+3.587000E+00,+192.384E-03
+3.589500E+00,+195.524E-03
+3.592000E+00,+196.938E-03
+3.594500E+00,+201.335E-03
+3.597000E+00,+200.550E-03
+3.599500E+00,+203.533E-03
+3.602000E+00,+205.418E-03
+3.604500E+00,+199.921E-03
+3.607000E+00,+200.550E-03
+3.609500E+00,+203.690E-03
+3.612000E+00,+205.889E-03
+3.614500E+00,+217.509E-03
+3.617000E+00,+219.237E-03
+3.619500E+00,+217.509E-03
+3.622000E+00,+220.964E-03
+3.624500E+00,+216.253E-03
+3.627000E+00,+209.658E-03
+3.629500E+00,+209.815E-03
+3.632000E+00,+215.468E-03
+3.634500E+00,+219.865E-03
+3.637000E+00,+219.708E-03
+3.639500E+00,+220.493E-03
+3.642000E+00,+220.807E-03
+3.644500E+00,+214.840E-03
+3.647000E+00,+213.584E-03
+3.649500E+00,+214.683E-03
+3.652000E+00,+211.071E-03
+3.654500E+00,+219.708E-03
+3.657000E+00,+227.560E-03
+3.659500E+00,+222.849E-03
+3.662000E+00,+216.253E-03
+3.664500E+00,+209.658E-03
+3.667000E+00,+209.187E-03
+3.669500E+00,+202.434E-03
+3.672000E+00,+205.418E-03
+3.674500E+00,+209.187E-03
+3.677000E+00,+201.178E-03
+3.679500E+00,+195.682E-03
+3.682000E+00,+196.467E-03
+3.684500E+00,+183.119E-03
+3.687000E+00,+183.590E-03
+3.689500E+00,+186.259E-03
+3.692000E+00,+194.111E-03
+3.694500E+00,+198.979E-03
+3.697000E+00,+196.781E-03
+3.699500E+00,+191.756E-03
+3.702000E+00,+194.111E-03
+3.704500E+00,+187.359E-03
+3.707000E+00,+187.516E-03
+3.709500E+00,+200.864E-03
+3.712000E+00,+208.872E-03
+3.714500E+00,+214.997E-03
+3.717000E+00,+214.369E-03
+3.719500E+00,+206.360E-03
+3.722000E+00,+193.012E-03
+3.724500E+00,+180.920E-03
+3.727000E+00,+173.697E-03
+3.729500E+00,+176.994E-03
+3.732000E+00,+176.994E-03
+3.734500E+00,+174.796E-03
+3.737000E+00,+179.036E-03
+3.739500E+00,+172.440E-03
+3.742000E+00,+164.746E-03
+3.744500E+00,+160.035E-03
+3.747000E+00,+163.646E-03
+3.749500E+00,+165.060E-03
+3.752000E+00,+169.928E-03
+3.754500E+00,+179.036E-03
+3.757000E+00,+178.408E-03
+3.759500E+00,+181.234E-03
+3.762000E+00,+187.516E-03
+3.764500E+00,+179.821E-03
+3.767000E+00,+160.663E-03
+3.769500E+00,+152.654E-03
+3.772000E+00,+142.133E-03
+3.774500E+00,+125.801E-03
+3.777000E+00,+113.238E-03
+3.779500E+00,+96.121E-03
+3.782000E+00,+87.170E-03
+3.784500E+00,+72.409E-03
+3.787000E+00,+66.128E-03
+3.789500E+00,+66.599E-03
+3.792000E+00,+64.557E-03
+3.794500E+00,+76.649E-03
+3.797000E+00,+98.791E-03
+3.799500E+00,+98.477E-03
+3.802000E+00,+98.163E-03
+3.804500E+00,+102.560E-03
+3.807000E+00,+114.337E-03
+3.809500E+00,+140.091E-03
+3.812000E+00,+159.563E-03
+3.814500E+00,+175.738E-03
+3.817000E+00,+170.399E-03
+3.819500E+00,+146.530E-03
+3.822000E+00,+120.462E-03
+3.824500E+00,+106.014E-03
+3.827000E+00,+92.666E-03
+3.829500E+00,+92.195E-03
+3.832000E+00,+92.352E-03
+3.834500E+00,+80.889E-03
+3.837000E+00,+71.624E-03
+3.839500E+00,+68.169E-03
+3.842000E+00,+62.045E-03
+3.844500E+00,+62.830E-03
+3.847000E+00,+72.252E-03
+3.849500E+00,+90.939E-03
+3.852000E+00,+92.195E-03
+3.854500E+00,+100.204E-03
+3.857000E+00,+110.097E-03
+3.859500E+00,+122.189E-03
+3.862000E+00,+141.504E-03
+3.864500E+00,+124.545E-03
+3.867000E+00,+110.254E-03
+3.869500E+00,+78.376E-03
+3.872000E+00,+48.226E-03
+3.874500E+00,+18.546E-03
+3.877000E+00,-4.538E-03
+3.879500E+00,-20.399E-03
+3.882000E+00,-45.682E-03
+3.884500E+00,-67.038E-03
+3.887000E+00,-79.130E-03
+3.889500E+00,-84.783E-03
+3.892000E+00,-71.906E-03
+3.894500E+00,-30.135E-03
+3.897000E+00,-16.473E-03
+3.899500E+00,-14.432E-03
+3.902000E+00,-24.639E-03
+3.904500E+00,-7.679E-03
+3.907000E+00,+37.076E-03
+3.909500E+00,+95.650E-03
+3.912000E+00,+155.952E-03
+3.914500E+00,+192.070E-03
+3.917000E+00,+208.872E-03
+3.919500E+00,+209.501E-03
+3.922000E+00,+202.591E-03
+3.924500E+00,+195.682E-03
+3.927000E+00,+201.021E-03
+3.929500E+00,+205.732E-03
+3.932000E+00,+209.815E-03
+3.934500E+00,+221.435E-03
+3.937000E+00,+220.964E-03
+3.939500E+00,+209.030E-03
+3.942000E+00,+204.633E-03
+3.944500E+00,+208.244E-03
+3.947000E+00,+205.732E-03
+3.949500E+00,+212.170E-03
+3.952000E+00,+218.609E-03
+3.954500E+00,+229.444E-03
+3.957000E+00,+222.849E-03
+3.959500E+00,+215.625E-03
+3.962000E+00,+212.484E-03
+3.964500E+00,+206.988E-03
+3.967000E+00,+206.046E-03
+3.969500E+00,+220.022E-03
+3.972000E+00,+223.791E-03
+3.974500E+00,+221.121E-03
+3.977000E+00,+217.195E-03
+3.979500E+00,+206.203E-03
+3.982000E+00,+204.004E-03
+3.984500E+00,+201.963E-03
+3.987000E+00,+207.302E-03
+3.989500E+00,+209.658E-03
+3.992000E+00,+218.609E-03
+3.994500E+00,+214.526E-03
+3.997000E+00,+215.625E-03
+3.999500E+00,+212.013E-03
+4.002000E+00,+205.575E-03
+4.004500E+00,+209.501E-03
+4.007000E+00,+213.584E-03
+4.009500E+00,+227.403E-03
+4.012000E+00,+224.733E-03
+4.014500E+00,+227.089E-03
+4.017000E+00,+234.626E-03
+4.019500E+00,+221.278E-03
+4.022000E+00,+214.369E-03
+4.024500E+00,+212.641E-03
+4.027000E+00,+215.625E-03
+4.029500E+00,+224.890E-03
+4.032000E+00,+233.056E-03
+4.034500E+00,+236.040E-03
+4.037000E+00,+228.659E-03
+4.039500E+00,+215.311E-03
+4.042000E+00,+214.212E-03
+4.044500E+00,+212.013E-03
+4.047000E+00,+212.798E-03
+4.049500E+00,+225.047E-03
+4.052000E+00,+233.841E-03
+4.054500E+00,+231.486E-03
+4.057000E+00,+223.006E-03
+4.059500E+00,+215.468E-03
+4.062000E+00,+211.856E-03
+4.064500E+00,+207.459E-03
+4.067000E+00,+213.584E-03
+4.069500E+00,+224.262E-03
+4.072000E+00,+227.246E-03
+4.074500E+00,+231.171E-03
+4.077000E+00,+224.890E-03
+4.079500E+00,+215.311E-03
+4.082000E+00,+203.219E-03
+4.084500E+00,+212.013E-03
+4.087000E+00,+220.650E-03
+4.089500E+00,+222.220E-03
+4.092000E+00,+232.585E-03
+4.094500E+00,+239.494E-03
+4.097000E+00,+229.758E-03
+4.099500E+00,+210.129E-03
+4.102000E+00,+214.997E-03
+4.104500E+00,+213.269E-03
+4.107000E+00,+216.410E-03
+4.109500E+00,+230.543E-03
+4.112000E+00,+232.585E-03
+4.114500E+00,+232.271E-03
+4.117000E+00,+232.428E-03
+4.119500E+00,+215.782E-03
+4.122000E+00,+215.468E-03
+4.124500E+00,+220.022E-03
+4.127000E+00,+222.849E-03
+4.129500E+00,+227.246E-03
+4.132000E+00,+229.444E-03
+4.134500E+00,+234.783E-03
+4.137000E+00,+227.874E-03
+4.139500E+00,+222.692E-03
+4.142000E+00,+212.170E-03
+4.144500E+00,+208.715E-03
+4.147000E+00,+217.981E-03
+4.149500E+00,+228.502E-03
+4.152000E+00,+225.204E-03
+4.154500E+00,+230.072E-03
+4.157000E+00,+230.072E-03
+4.159500E+00,+215.625E-03
+4.162000E+00,+212.955E-03
+4.164500E+00,+215.468E-03
+4.167000E+00,+218.138E-03
+4.169500E+00,+225.361E-03
+4.172000E+00,+232.428E-03
+4.174500E+00,+234.155E-03
+4.177000E+00,+224.105E-03
+4.179500E+00,+214.212E-03
+4.182000E+00,+213.898E-03
+4.184500E+00,+214.840E-03
+4.187000E+00,+216.567E-03
+4.189500E+00,+227.874E-03
+4.192000E+00,+233.056E-03
+4.194500E+00,+223.634E-03
+4.197000E+00,+219.865E-03
+4.199500E+00,+216.253E-03
+4.202000E+00,+215.625E-03
+4.204500E+00,+211.542E-03
+4.207000E+00,+221.278E-03
+4.209500E+00,+232.428E-03
+4.212000E+00,+231.643E-03
+4.214500E+00,+226.932E-03
+4.217000E+00,+222.220E-03
+4.219500E+00,+212.484E-03
+4.222000E+00,+206.517E-03
+4.224500E+00,+217.823E-03
+4.227000E+00,+223.320E-03
+4.229500E+00,+221.592E-03
+4.232000E+00,+230.700E-03
+4.234500E+00,+227.246E-03
+4.237000E+00,+218.452E-03
+4.239500E+00,+215.154E-03
+4.242000E+00,+210.286E-03
+4.244500E+00,+214.055E-03
+4.247000E+00,+218.295E-03
+4.249500E+00,+223.320E-03
+4.252000E+00,+225.832E-03
+4.254500E+00,+218.923E-03
+4.257000E+00,+221.278E-03
+4.259500E+00,+212.798E-03
+4.262000E+00,+211.228E-03
+4.264500E+00,+208.244E-03
+4.267000E+00,+205.575E-03
+4.269500E+00,+208.715E-03
+4.272000E+00,+210.757E-03
+4.274500E+00,+201.649E-03
+4.277000E+00,+199.450E-03
+4.279500E+00,+188.301E-03
+4.282000E+00,+188.301E-03
+4.284500E+00,+182.648E-03
+4.287000E+00,+188.458E-03
+4.289500E+00,+195.839E-03
+4.292000E+00,+197.723E-03
+4.294500E+00,+199.764E-03
+4.297000E+00,+197.723E-03
+4.299500E+00,+187.202E-03
+4.302000E+00,+190.028E-03
+4.304500E+00,+193.797E-03
+4.307000E+00,+201.649E-03
+4.309500E+00,+208.087E-03
+4.312000E+00,+208.872E-03
+4.314500E+00,+200.393E-03
+4.317000E+00,+181.862E-03
+4.319500E+00,+162.233E-03
+4.322000E+00,+148.257E-03
+4.324500E+00,+149.827E-03
+4.327000E+00,+146.844E-03
+4.329500E+00,+148.728E-03
+4.332000E+00,+144.802E-03
+4.334500E+00,+130.355E-03
+4.337000E+00,+124.231E-03
+4.339500E+00,+120.148E-03
+4.342000E+00,+117.478E-03
+4.344500E+00,+122.974E-03
+4.347000E+00,+130.355E-03
+4.349500E+00,+135.537E-03
+4.352000E+00,+121.718E-03
+4.354500E+00,+119.205E-03
+4.357000E+00,+111.354E-03
+4.359500E+00,+68.797E-03
+4.362000E+00,+15.248E-03
+4.364500E+00,-75.204E-03
+4.367000E+00,-172.095E-03
+4.369500E+00,-269.143E-03
+4.372000E+00,-344.834E-03
+4.374500E+00,-400.424E-03
+4.377000E+00,-456.800E-03
+4.379500E+00,-504.381E-03
+4.382000E+00,-553.376E-03
+4.384500E+00,-573.163E-03
+4.387000E+00,-578.345E-03
+4.389500E+00,-537.987E-03
+4.392000E+00,-470.305E-03
+4.394500E+00,-429.004E-03
+4.397000E+00,-424.607E-03
+4.399500E+00,-400.267E-03
+4.402000E+00,-324.262E-03
+4.404500E+00,-189.840E-03
+4.407000E+00,-49.136E-03
+4.409500E+00,+75.707E-03
+4.412000E+00,+156.737E-03
+4.414500E+00,+182.177E-03
+4.417000E+00,+186.731E-03
+4.419500E+00,+192.070E-03
+4.422000E+00,+190.499E-03
+4.424500E+00,+194.582E-03
+4.427000E+00,+202.434E-03
+4.429500E+00,+209.344E-03
+4.432000E+00,+205.418E-03
+4.434500E+00,+200.864E-03
+4.437000E+00,+202.905E-03
+4.439500E+00,+194.268E-03
+4.442000E+00,+196.467E-03
+4.444500E+00,+197.409E-03
+4.447000E+00,+203.533E-03
+4.449500E+00,+209.187E-03
+4.452000E+00,+211.856E-03
+4.454500E+00,+212.484E-03
+4.457000E+00,+210.757E-03
+4.459500E+00,+205.732E-03
+4.462000E+00,+211.542E-03
+4.464500E+00,+210.129E-03
+4.467000E+00,+203.376E-03
+4.469500E+00,+212.170E-03
+4.472000E+00,+213.112E-03
+4.474500E+00,+199.450E-03
+4.477000E+00,+198.822E-03
+4.479500E+00,+195.053E-03
+4.482000E+00,+190.028E-03
+4.484500E+00,+194.268E-03
+4.487000E+00,+198.665E-03
+4.489500E+00,+199.764E-03
+4.492000E+00,+201.335E-03
+4.494500E+00,+203.219E-03
+4.497000E+00,+205.575E-03
+4.499500E+00,+205.889E-03
+4.502000E+00,+198.194E-03
+4.504500E+00,+204.947E-03
+4.507000E+00,+207.145E-03
+4.509500E+00,+220.964E-03
+4.512000E+00,+221.121E-03
+4.514500E+00,+224.576E-03
+4.517000E+00,+227.874E-03
+4.519500E+00,+214.526E-03
+4.522000E+00,+210.286E-03
+4.524500E+00,+216.724E-03
+4.527000E+00,+216.567E-03
+4.529500E+00,+223.634E-03
+4.532000E+00,+228.659E-03
+4.534500E+00,+227.717E-03
+4.537000E+00,+231.486E-03
+4.539500E+00,+217.981E-03
+4.542000E+00,+220.179E-03
+4.544500E+00,+219.865E-03
+4.547000E+00,+222.220E-03
+4.549500E+00,+230.229E-03
+4.552000E+00,+231.171E-03
+4.554500E+00,+228.345E-03
+4.557000E+00,+221.435E-03
+4.559500E+00,+215.468E-03
+4.562000E+00,+213.898E-03
+4.564500E+00,+216.881E-03
+4.567000E+00,+220.493E-03
+4.569500E+00,+221.749E-03
+4.572000E+00,+219.237E-03
+4.574500E+00,+217.823E-03
+4.577000E+00,+216.881E-03
+4.579500E+00,+207.930E-03
+4.582000E+00,+204.633E-03
+4.584500E+00,+214.683E-03
+4.587000E+00,+211.071E-03
+4.589500E+00,+216.096E-03
+4.592000E+00,+219.394E-03
+4.594500E+00,+220.336E-03
+4.597000E+00,+216.410E-03
+4.599500E+00,+207.773E-03
+4.602000E+00,+212.955E-03
+4.604500E+00,+216.567E-03
+4.607000E+00,+216.724E-03
+4.609500E+00,+222.220E-03
+4.612000E+00,+225.989E-03
+4.614500E+00,+226.303E-03
+4.617000E+00,+222.849E-03
+4.619500E+00,+217.195E-03
+4.622000E+00,+216.253E-03
+4.624500E+00,+220.179E-03
+4.627000E+00,+224.890E-03
+4.629500E+00,+227.403E-03
+4.632000E+00,+225.361E-03
+4.634500E+00,+222.849E-03
+4.637000E+00,+221.749E-03
+4.639500E+00,+216.724E-03
+4.642000E+00,+221.121E-03
+4.644500E+00,+214.055E-03
+4.647000E+00,+220.493E-03
+4.649500E+00,+225.675E-03
+4.652000E+00,+225.361E-03
+4.654500E+00,+225.361E-03
+4.657000E+00,+226.146E-03
+4.659500E+00,+217.666E-03
+4.662000E+00,+217.981E-03
+4.664500E+00,+221.121E-03
+4.667000E+00,+220.650E-03
+4.669500E+00,+221.749E-03
+4.672000E+00,+224.262E-03
+4.674500E+00,+232.742E-03
+4.677000E+00,+226.617E-03
+4.679500E+00,+218.923E-03
+4.682000E+00,+222.063E-03
+4.684500E+00,+225.989E-03
+4.687000E+00,+219.551E-03
+4.689500E+00,+220.336E-03
