Energy (eV),Intensity (a.u.)
220.0,0.7592385218365062
220.32994923857868,0.7586786114221724
220.65989847715736,0.7581187010078387
220.98984771573603,0.7581187010078387
221.3197969543147,0.7586786114221724
221.6497461928934,0.7603583426651735
221.9796954314721,0.7603583426651735
222.30964467005077,0.7609182530795073
222.63959390862945,0.7625979843225084
222.96954314720813,0.7625979843225084
223.2994923857868,0.7620380739081747
223.62944162436548,0.7637178051511758
223.95939086294416,0.7642777155655095
224.28934010152284,0.7648376259798433
224.61928934010152,0.7631578947368421
224.9492385786802,0.7631578947368421
225.27918781725887,0.7631578947368421
225.60913705583755,0.7642777155655095
225.93908629441626,0.7642777155655095
226.26903553299493,0.7642777155655095
226.5989847715736,0.7648376259798433
226.9289340101523,0.7648376259798433
227.25888324873097,0.7642777155655095
227.58883248730965,0.7642777155655095
227.91878172588832,0.7642777155655095
228.248730964467,0.7642777155655095
228.57868020304568,0.7642777155655095
228.90862944162436,0.7642777155655095
229.23857868020303,0.765397536394177
229.56852791878174,0.765397536394177
229.89847715736042,0.765397536394177
230.2284263959391,0.765397536394177
230.55837563451777,0.765397536394177
230.88832487309645,0.767077267637178
231.21827411167513,0.767077267637178
231.5482233502538,0.7681970884658454
231.87817258883248,0.7681970884658454
232.20812182741116,0.7681970884658454
232.53807106598984,0.7681970884658454
232.86802030456852,0.7687569988801792
233.1979695431472,0.7676371780515118
233.52791878172587,0.7676371780515118
233.85786802030458,0.7676371780515118
234.18781725888326,0.7676371780515118
234.51776649746193,0.7687569988801792
234.8477157360406,0.7687569988801792
235.1776649746193,0.7687569988801792
235.50761421319797,0.7687569988801792
235.83756345177665,0.7693169092945129
236.16751269035532,0.7698768197088466
236.497461928934,0.7704367301231803
236.82741116751268,0.7709966405375139
237.15736040609136,0.7715565509518477
237.48730964467006,0.7721164613661814
237.81725888324874,0.7726763717805152
238.14720812182742,0.7732362821948489
238.4771573604061,0.7743561030235162
238.80710659898477,0.7777155655095185
239.13705583756345,0.7754759238521837
239.46700507614213,0.7793952967525196
239.7969543147208,0.7777155655095185
240.12690355329948,0.7777155655095185
240.45685279187816,0.7788353863381858
240.78680203045684,0.7821948488241881
241.11675126903555,0.7827547592385218
241.44670050761422,0.7833146696528556
241.7766497461929,0.7833146696528556
242.10659898477158,0.7833146696528556
242.43654822335026,0.7827547592385218
