Energy (eV),Intensity (a.u.)
300.0,0.2906166219839142
300.66350710900474,0.2900804289544236
301.3270142180095,0.28632707774798927
301.9905213270142,0.28257372654155494
302.65402843601896,0.28900804289544235
303.3175355450237,0.28900804289544235
303.98104265402844,0.28900804289544235
304.6445497630332,0.28900804289544235
305.3080568720379,0.28900804289544235
305.97156398104266,0.28257372654155494
306.6350710900474,0.2900804289544236
307.29857819905214,0.2900804289544236
307.9620853080569,0.2900804289544236
308.6255924170616,0.2847184986595174
309.28909952606637,0.28900804289544235
309.9526066350711,0.28150134048257375
310.61611374407585,0.27882037533512066
311.2796208530806,0.2761394101876676
311.9431279620853,0.2761394101876676
312.60663507109007,0.2932975871313673
313.2701421800948,0.2932975871313673
313.93364928909955,0.2932975871313673
314.5971563981043,0.2777479892761394
315.26066350710903,0.296514745308311
315.92417061611377,0.296514745308311
316.5876777251185,0.28900804289544235
317.25118483412325,0.2756032171581769
317.914691943128,0.2761394101876676
318.5781990521327,0.2766756032171582
319.2417061611374,0.29597855227882036
319.90521327014216,0.29544235924932977
320.5687203791469,0.2868632707774799
321.23222748815164,0.2847184986595174
321.8957345971564,0.28418230563002683
322.5592417061611,0.2836461126005362
323.22274881516586,0.27506702412868633
323.8862559241706,0.27453083109919574
324.54976303317534,0.27453083109919574
325.2132701421801,0.2756032171581769
325.8767772511848,0.2756032171581769
326.54028436018956,0.28257372654155494
327.2037914691943,0.2766756032171582
327.86729857819904,0.2766756032171582
328.5308056872038,0.2847184986595174
329.1943127962085,0.2766756032171582
329.85781990521326,0.2868632707774799
330.521327014218,0.2868632707774799
331.18483412322274,0.2873994638069705
331.8483412322275,0.2879356568364611
332.5118483412322,0.2847184986595174
333.17535545023696,0.2836461126005362
333.8388625592417,0.27453083109919574
334.50236966824644,0.27453083109919574
335.1658767772512,0.27453083109919574
335.8293838862559,0.27935656836461126
336.49289099526067,0.27882037533512066
337.1563981042654,0.27184986595174265
337.81990521327015,0.2680965147453083
338.4834123222749,0.2680965147453083
339.1469194312796,0.2611260053619303
339.81042654028437,0.2546916890080429
340.4739336492891,0.2541554959785523
341.13744075829385,0.25361930294906165
341.8009478672986,0.2525469168900804
342.46445497630333,0.24932975871313673
343.12796208530807,0.225201072386059
343.7914691943128,0.225201072386059
344.45497630331755,0.2359249329758713
345.1184834123223,0.23646112600536193
345.78199052132703,0.2686327077747989
346.4454976303318,0.2873994638069705
347.1090047393365,0.29222520107238603
347.77251184834125,0.31957104557640753
348.436018957346,0.31957104557640753
349.0995260663507,0.31957104557640753
349.7630331753554,0.3024128686327078
350.42654028436016,0.2477211796246649
351.0900473933649,0.23109919571045576
351.75355450236964,0.20911528150134048
352.4170616113744,0.20857908847184986
353.0805687203791,0.20911528150134048
353.74407582938386,0.21662198391420912
354.4075829383886,0.24718498659517427
355.07109004739334,0.289544235924933
355.7345971563981,0.2900804289544236
356.3981042654028,0.3329758713136729
357.06161137440756,0.3329758713136729
357.7251184834123,0.3710455764075067
358.38862559241704,0.3726541554959786
359.0521327014218,0.41394101876675604
359.7156398104265,0.43109919571045574
360.37914691943126,0.4482573726541555
361.042654028436,0.4718498659517426
361.70616113744074,0.4788203753351206
362.3696682464455,0.4225201072386059
363.0331753554502,0.367828418230563
363.69668246445497,0.3705093833780161
364.3601895734597,0.296514745308311
365.02369668246445,0.296514745308311
365.6872037914692,0.22466487935656837
366.3507109004739,0.22091152815013404
367.01421800947867,0.1646112600536193
367.6777251184834,0.13780160857908846
368.34123222748815,0.07024128686327077
369.0047393364929,0.026273458445040216
369.66824644549763,0.009115281501340482
370.33175355450237,0.0
370.9952606635071,0.035924932975871314
371.65876777251185,0.16193029490616623
372.3222748815166,0.2552278820375335
372.98578199052133,0.26058981233243966
373.6492890995261,0.35335120643431633
374.3127962085308,0.3517426273458445
374.97630331753555,0.47506702412868634
375.6398104265403,0.47935656836461127
376.30331753554503,0.6026809651474531
376.9668246445498,0.6064343163538874
377.6303317535545,0.7142091152815013
378.29383886255926,0.7115281501340482
378.957345971564,0.7994638069705093
379.62085308056874,0.8428954423592493
380.2843601895735,0.9029490616621983
380.9478672985782,1.0
381.61137440758296,0.9994638069705094
382.2748815165877,0.9994638069705094
382.93838862559244,0.7630026809651475
383.6018957345972,0.7597855227882038
384.2654028436019,0.6766756032171581
384.92890995260666,0.6589812332439678
385.5924170616114,0.5490616621983915
386.25592417061614,0.5485254691689008
386.9194312796209,0.4482573726541555
387.5829383886256,0.4386058981233244
388.24644549763036,0.34798927613941016
388.9099526066351,0.34745308310991957
389.5734597156398,0.3329758713136729
390.2369668246445,0.33351206434316355
390.90047393364927,0.3260053619302949
391.563981042654,0.32707774798927614
392.22748815165875,0.3233243967828418
392.8909952606635,0.31742627345844504
393.5545023696682,0.31742627345844504
394.21800947867297,0.3233243967828418
394.8815165876777,0.3136729222520107
395.54502369668245,0.3067024128686327
396.2085308056872,0.3061662198391421
396.87203791469193,0.3201072386058981
397.53554502369667,0.3201072386058981
398.1990521327014,0.3201072386058981
398.86255924170615,0.3201072386058981
399.5260663507109,0.3088471849865952
400.18957345971563,0.3088471849865952
400.8530805687204,0.3088471849865952
401.5165876777251,0.31420911528150136
402.18009478672985,0.31474530831099196
402.8436018957346,0.31474530831099196
403.50710900473933,0.30777479892761395
404.1706161137441,0.30723860589812335
404.8341232227488,0.3067024128686327
405.49763033175356,0.31206434316353887
406.1611374407583,0.3115281501340483
406.82464454976304,0.3115281501340483
407.4881516587678,0.30563002680965146
408.1516587677725,0.30563002680965146
408.81516587677726,0.30563002680965146
409.478672985782,0.30563002680965146
410.14218009478674,0.31045576407506703
410.8056872037915,0.31045576407506703
411.4691943127962,0.30455764075067027
412.13270142180096,0.3040214477211796
412.7962085308057,0.30455764075067027
413.45971563981044,0.31260053619302947
414.1232227488152,0.31260053619302947
