Dalton (m/q),Normalized intensity (arbitrary units)
-6.407288905863455,0.0028495777166796825
-6.356790115402893,0.004901113991818539
-6.306291324942331,0.002735623640898051
-6.255792534481769,0.006553811001721647
-6.205293744021207,0.007237535456411483
-6.1547949535606445,0.00814953097373395
-6.1042961631000825,0.00814953097373395
-6.0537973726395204,0.006496833963830832
-6.003298582178958,0.005698792522289996
-5.952799791718396,0.004046095512386878
-5.902301001257834,0.000341862227344913
-5.851802210797272,0.005072045105490995
-5.80130342033671,0.007351489532193114
-5.750804629876148,0.006952650266957385
-5.700305839415586,0.008320462087406406
-5.649807048955025,0.006724742115394104
-5.599308258494463,0.001538742934121477
-5.548809468033901,0.0037612103229327904
-5.498310677573339,0.0031344629061337797
-5.447811887112777,0.002336421464592944
-5.397313096652215,0.00826348504951559
-5.346814306191653,0.008491393201078863
-5.296315515731091,0.009118140617877874
-5.245816725270529,0.006724742115394104
-5.1953179348099665,0.005926700673853278
-5.1448191443494045,0.005413907332835909
-5.094320353888842,0.0029065547545705076
-5.04382156342828,0.004559251764473616
-4.993322772967718,0.006496833963830832
-4.942823982507156,0.009346411680510513
-4.892325192046594,0.010087113173091165
-4.841826401586032,0.007807668746389037
-4.79132761112547,0.005299953257054267
-4.740828820664908,0.00501506806760017
-4.690330030204346,0.0034193480955878775
-4.639831239743784,0.004103072550277704
-4.589332449283223,0.007066604342739027
-4.538833658822661,0.00826348504951559
-4.488334868362099,0.009061163579987057
-4.437836077901537,0.008320462087406406
-4.387337287440975,0.008092553935843134
-4.336838496980413,0.004673205840255257
-4.2863397065198505,0.0037612103229327904
-4.2358409160592885,0.005470884370726724
-4.185342125598726,0.0068386961911757445
-4.134843335138164,0.007465443607974755
-4.084344544677602,0.009346411680510513
-4.03384575421704,0.00917511765576869
-3.9833469637564782,0.005984040622813462
-3.932848173295916,0.004673205840255257
-3.882349382835354,0.004103072550277704
-3.831850592374792,0.004559251764473616
-3.78135180191423,0.00763673763271658
-3.730853011453668,0.0071805584185206574
-3.680354220993106,0.00889023246631459
-3.629855430532544,0.0071805584185206574
-3.579356640071982,0.00427400366395016
-3.52885784961142,0.005527861408617539
-3.478359059150858,0.005185999181272626
-3.427860268690296,0.00501506806760017
-3.377361478229734,0.008092553935843134
-3.326862687769172,0.009631296869964612
-3.27636389730861,0.00826348504951559
-3.225865106848048,0.005984040622813462
-3.175366316387486,0.006496833963830832
-3.124867525926924,0.004103072550277704
-3.074368735466362,0.004730182878146082
-3.0238699450057998,0.005698792522289996
-2.9733711545452377,0.006041017660704278
-2.9228723640846757,0.005869723635962452
-2.8723735736241136,0.007921622822170678
-2.821874783163552,0.00740846657008394
-2.77137599270299,0.004559251764473616
-2.720877202242428,0.003989118474496062
-2.670378411781866,0.002564329616156226
-2.619879621321304,0.0029065547545705076
-2.5693808308607418,0.007123581380629842
-2.5188820404001797,0.0062689258122675595
-2.4683832499396177,0.00752242064586557
-2.4178844594790556,0.007693714670607396
-2.3673856690184936,0.006952650266957385
-2.3168868785579315,0.005698792522289996
-2.2663880880973695,0.004217026626059334
-2.2158892976368074,0.005242976219163452
-2.1653905071762454,0.0066677650775032885
-2.1148917167156833,0.008092553935843134
-2.0643929262551213,0.010144090210981982
-2.0138941357945592,0.00877627839053296
-1.9633953453339972,0.0066677650775032885
-1.9128965548734351,0.005584838446508365
-1.862397764412874,0.0035333021713695083
-1.811898973952312,0.004331343612910344
-1.7614001834917499,0.006496833963830832
-1.7109013930311878,0.007579760594825765
-1.6604026025706258,0.00866232431475132
-1.6099038121100637,0.00763673763271658
-1.5594050216495017,0.005584838446508365
-1.5089062311889396,0.00501506806760017
-1.4584074407283776,0.0026213066540470417
-1.4079086502678155,0.0031914399440245954
-1.3574098598072535,0.005755769560180822
-1.3069110693466914,0.006553811001721647
-1.2564122788861294,0.006211948774376734
-1.2059134884255673,0.007864645784279853
-1.1554146979650053,0.004787159916036898
-1.1049159075044432,0.003590279209260334
-1.0544171170438812,0.003590279209260334
-1.0039183265833191,0.003818187360823606
-0.9534195361227571,0.004901113991818539
-0.902920745662195,0.006724742115394104
-0.852421955201633,0.009118140617877874
-0.801923164741071,0.007465443607974755
-0.7514243742805089,0.004559251764473616
-0.7009255838199469,0.004673205840255257
-0.6504267933593848,0.0038751643987144212
-0.5999280028988228,0.00427400366395016
-0.5494292124382616,0.006724742115394104
-0.49893042197769955,0.005413907332835909
-0.4484316315171375,0.007978599860061494
-0.39793284105657545,0.008206508011624765
-0.3474340505960134,0.005470884370726724
-0.29693526013545135,0.008833255428423776
-0.2464364696748893,0.028323757319916272
-0.19593767921432725,0.04576272293626992
-0.1454388887537652,0.05180374059697419
-0.09494009829320316,0.053456437606877315
-0.04444130783264111,0.054596341275763065
0.00605748262792094,0.0556219279577978
0.05655627308848299,0.054710295351544695
0.10705506354904504,0.054368070213130414
0.15755385400960709,0.05094872211754253
0.20805264447016913,0.05157583244541091
0.2585514349307312,0.05408318502367632
0.30905022539129323,0.052829327279008936
0.3595490158518553,0.05317155241742322
0.41004780631241733,0.05476727238943552
0.4605465967729794,0.05288630431689976
0.5110453872335414,0.05545099684412535
0.5615441776941035,0.05465331831365388
0.6120429681546655,0.052316533937991565
0.6625417586152276,0.052601419127445655
0.7130405490757887,0.05573588203357943
0.7635393395363508,0.06257457822475519
0.8140381299969128,0.062346670073191904
0.8645369204574749,0.07049620104692586
0.9150357109180369,0.08041238310634455
0.965534501378599,0.09203860212462657
1.016033291839161,0.11152910401611905
1.066532082299723,0.13312811922064122
1.1170308727602851,0.14686248864088353
1.1675296632208472,0.15330234556682354
1.2180284536814092,0.15432829515992766
1.2685272441419713,0.1544422492357093
1.3190260346025333,0.1560379692077216
1.3695248250630954,0.16259178020944323
1.4200236155236574,0.17775130139909476
1.4705224059842195,0.2057331964916661
1.5210211964447815,0.24773470910500325
1.5715199869053436,0.3184588183034924
1.6220187773659056,0.399270403586142
1.6725175678264677,0.48617998356738684
1.7230163582870297,0.5785604479193583
1.7735151487475918,0.6757850492252574
1.8240139392081538,0.7858893643830367
1.8745127296687158,0.8855073641914195
1.925011520129278,0.9622158769237915
1.97551031058984,0.9957826104628713
2.026009101050402,1.0
2.076507891510964,0.9716192656421929
2.127006681971526,0.9359432929679449
2.177505472432088,0.862369606052776
2.22800426289265,0.7245113039539887
2.2785030533532122,0.5184362452349777
2.3290018438137743,0.33846247644707156
2.3795006342743363,0.18920622639263496
2.4299994247348984,0.10896441148889346
2.4804982151954604,0.058585459750259125
2.5309970056560225,0.0357895638389604
2.5814957961165845,0.022340079608172178
2.6319945865771466,0.013734369420242315
2.682493377037707,0.012195626486120827
2.732992167498269,0.010942131652522816
2.783490957958831,0.01065688355199935
2.833989748419393,0.009802227983637068
2.884488538879955,0.008035576897952309
2.934987329340517,0.00889023246631459
2.985486119801079,0.006724742115394104
3.035984910261641,0.00564181548439918
3.0864837007222032,0.004787159916036898
3.1369824911827653,0.004103072550277704
3.1874812816433273,0.006724742115394104
3.2379800721038894,0.008320462087406406
3.2884788625644514,0.00889023246631459
3.3389776530250135,0.005356930294945083
3.3894764434855755,0.004901113991818539
3.4399752339461376,0.0029065547545705076
3.4904740244066996,0.005242976219163452
3.5409728148672617,0.005984040622813462
3.5914716053278237,0.010144090210981982
3.6419703957883858,0.0077506917084982216
3.692469186248948,0.006041017660704278
3.74296797670951,0.008491393201078863
3.793466767170072,0.005527861408617539
3.843965557630634,0.002222467388811313
3.894464348091196,0.005527861408617539
3.944963138551758,0.007579760594825765
3.99546192901232,0.007066604342739027
4.045960719472882,0.008434416163188047
4.096459509933444,0.00740846657008394
4.146958300394006,0.007294512494302298
4.197457090854568,0.00427400366395016
4.24795588131513,0.004160049588168519
4.298454671775692,0.005129022143381811
4.3489534622362545,0.005129022143381811
4.3994522526968165,0.00814953097373395
