Dalton (m/q),Normalized intensity (arbitrary units)
4.4499510431573785,0.0068386961911757445
4.500449833617941,0.007009627304848201
4.550948624078503,0.006952650266957385
4.601447414539065,0.004160049588168519
4.651946204999627,0.004673205840255257
4.702444995460189,0.006382879888049191
4.752943785920751,0.0045022747265828006
4.803442576381313,0.005242976219163452
4.853941366841875,0.0077506917084982216
4.904440157302437,0.006439856925940016
4.954938947762999,0.004673205840255257
5.005437738223561,0.0048441369539277135
5.055936528684123,0.0031344629061337797
5.106435319144685,0.003020508830352139
5.156934109605247,0.0034763251334786927
5.207432900065809,0.006382879888049191
5.2579316905263696,0.006439856925940016
5.308430480986932,0.008320462087406406
5.358929271447494,0.008092553935843134
5.409428061908056,0.006952650266957385
5.459926852368618,0.0014247888583398462
5.51042564282918,0.002564329616156226
5.560924433289742,0.003818187360823606
5.611423223750304,0.007465443607974755
5.661922014210866,0.00889023246631459
5.712420804671428,0.008719301352642135
5.76291959513199,0.0071805584185206574
5.813418385592552,0.00501506806760017
5.863917176053114,0.0031344629061337797
5.914415966513676,0.003647256247151149
5.964914756974238,0.004331343612910344
6.0154135474348,0.005584838446508365
6.065912337895362,0.009403388718401339
6.116411128355924,0.007066604342739027
6.166909918816486,0.006952650266957385
6.2174087092770485,0.004730182878146082
6.2679074997376105,0.0021654903509204875
6.318406290198173,0.004103072550277704
6.368905080658735,0.00438832065080116
6.419403871119297,0.007465443607974755
6.469902661579859,0.009346411680510513
6.520401452040421,0.00752242064586557
6.570900242500983,0.0071805584185206574
6.621399032961545,0.005185999181272626
6.671897823422107,0.0034763251334786927
6.722396613882669,0.004559251764473616
6.772895404343231,0.0048441369539277135
6.823394194803793,0.006724742115394104
6.873892985264355,0.007123581380629842
6.924391775724917,0.005470884370726724
6.974890566185479,0.00866232431475132
7.025389356646041,0.0071805584185206574
7.075888147106603,0.004958091029709354
7.126386937567165,0.005413907332835909
7.176885728027727,0.004103072550277704
7.2273845184882894,0.004046095512386878
7.2778833089488515,0.008206508011624765
7.3283820994094135,0.008092553935843134
7.378880889869976,0.00866232431475132
7.429379680330538,0.004160049588168519
7.4798784707911,0.004559251764473616
7.530377261251662,0.005755769560180822
7.580876051712224,0.0030774858682429645
7.631374842172786,0.005527861408617539
7.681873632633348,0.009232457604728883
7.73237242309391,0.005984040622813462
7.782871213554472,0.005698792522289996
7.833370004015032,0.005470884370726724
7.883868794475594,0.0023933985024837696
7.934367584936156,0.0037612103229327904
7.984866375396718,0.0028495777166796825
8.03536516585728,0.00564181548439918
8.085863956317842,0.008377439125297221
8.136362746778405,0.006496833963830832
8.186861537238967,0.0068386961911757445
8.237360327699529,0.00564181548439918
8.28785911816009,0.0021085133130296723
8.338357908620653,0.0038751643987144212
8.388856699081215,0.00501506806760017
8.439355489541777,0.0062689258122675595
8.489854280002339,0.00814953097373395
8.540353070462901,0.00752242064586557
8.590851860923463,0.005926700673853278
8.641350651384025,0.004673205840255257
8.691849441844587,0.0029635317924613233
8.74234823230515,0.0062689258122675595
8.792847022765711,0.005755769560180822
8.843345813226273,0.006952650266957385
8.893844603686835,0.011967718334557556
8.944343394147397,0.00877627839053296
8.99484218460796,0.005755769560180822
9.045340975068521,0.004673205840255257
9.095839765529083,0.003020508830352139
9.146338555989646,0.004331343612910344
9.196837346450208,0.005698792522289996
9.24733613691077,0.010542929476217709
9.297834927371332,0.010144090210981982
9.348333717831894,0.007294512494302298
9.398832508292456,0.004730182878146082
9.449331298753018,0.002792600678788867
9.49983008921358,0.0013108347825582052
9.550328879674142,0.0026782836919378573
9.600827670134704,0.003818187360823606
9.651326460595266,0.008320462087406406
9.701825251055828,0.009403388718401339
9.75232404151639,0.008377439125297221
9.802822831976952,0.00877627839053296
9.853321622437514,0.0038751643987144212
9.903820412898076,0.001025586682034739
9.954319203358638,0.0018806051614663902
10.0048179938192,0.006325902850158375
10.055316784279762,0.0077506917084982216
10.105815574740324,0.009574319832073797
10.156314365200886,0.010828177576741175
10.206813155661449,0.00740846657008394
10.25731194612201,0.0030774858682429645
10.307810736582573,0.0014817658962306616
10.358309527043135,0.002735623640898051
10.408808317503697,0.004046095512386878
10.459307107964259,0.008719301352642135
10.50980589842482,0.012879713851880022
10.560304688885383,0.00889023246631459
10.610803479345945,0.006382879888049191
10.661302269806507,0.004160049588168519
10.711801060267069,0.002507352578265401
10.762299850727631,0.0013678118204490206
10.812798641188193,0.005072045105490995
10.863297431648755,0.008719301352642135
10.913796222109317,0.010828177576741175
10.96429501256988,0.00826348504951559
11.014793803030441,0.007123581380629842
11.065292593491003,0.0035333021713695083
11.115791383951565,-0.0
11.166290174412127,0.0034763251334786927
11.21678896487269,0.0045022747265828006
11.267287755333252,0.007921622822170678
11.317786545793814,0.011568879069321827
11.368285336254376,0.012195626486120827
11.418784126714938,0.00917511765576869
11.4692829171755,0.006610788039612472
11.519781707636062,0.00763673763271658
11.570280498096624,0.008947209504205416
11.620779288557186,0.0117967872208851
11.671278079017748,0.01504520420280051
11.721776869478306,0.01966143300516495
11.772275659938868,0.016697901212703627
11.82277445039943,0.014646364937564781
11.873273240859993,0.012138649448230012
11.923772031320555,0.009460365756292156
11.974270821781117,0.010999108690413631
12.024769612241679,0.013050644965552478
12.07526840270224,0.015102181240691336
12.125767193162803,0.016811855288485267
12.176265983623365,0.014361479748110684
12.226764774083927,0.010599906514108534
12.277263564544489,0.010428975400436078
12.327762355005051,0.005185999181272626
12.378261145465613,0.0048441369539277135
12.428759935926175,0.0066677650775032885
12.479258726386737,0.009232457604728883
12.5297575168473,0.010942131652522816
12.580256307307861,0.009061163579987057
12.630755097768423,0.009232457604728883
12.681253888228985,0.005299953257054267
12.731752678689547,0.0018236281235755746
12.78225146915011,0.004046095512386878
12.832750259610672,0.008320462087406406
12.883249050071234,0.010428975400436078
12.933747840531796,0.012993667927661663
12.984246630992358,0.013221576079224934
13.03474542145292,0.009802227983637068
13.085244211913482,0.004160049588168519
13.135743002374044,0.005812746598071637
13.186241792834606,0.007579760594825765
13.236740583295168,0.008491393201078863
13.28723937375573,0.011170039804086089
13.337738164216292,0.014019254609696403
13.388236954676854,0.012480874586644293
13.438735745137416,0.009688273907855427
13.489234535597978,0.009061163579987057
13.53973332605854,0.008320462087406406
13.590232116519102,0.01327855311711576
13.640730906979664,0.016697901212703627
13.691229697440226,0.019889341156728222
13.741728487900788,0.021029244825613972
13.79222727836135,0.018350598222606745
13.842726068821912,0.017381988578462824
13.893224859282475,0.015501020505927063
13.943723649743037,0.012822736813989207
13.994222440203599,0.01555799754381788
14.04472123066416,0.01732501154057201
14.095220021124723,0.018008735995261833
14.145718811585285,0.018350598222606745
14.196217602045847,0.015843245644341346
14.246716392506409,0.012594828662425934
14.297215182966971,0.007351489532193114
14.347713973427533,0.007807668746389037
14.398212763888095,0.01088515461463199
14.448711554348657,0.012252603524011653
14.499210344809219,0.018521529336279204
14.549709135269781,0.02057342852248743
14.600207925730343,0.021371107052958884
14.650706716190905,0.021086221863504798
14.701205506651467,0.020972267787723157
14.75170429711203,0.020972267787723157
14.802203087572591,0.02256798775973545
14.852701878033153,0.023365666290206918
14.903200668493715,0.028095849168352997
14.953699458954278,0.03020436248138266
15.00419824941484,0.02769700990311726
15.054697039875402,0.023023804062862002
15.105195830335964,0.02142808409084971
15.155694620796526,0.021029244825613972
15.206193411257088,0.020858313711941516
15.25669220171765,0.0235935744417702
15.307190992178212,0.02205483150764871
15.357689782638774,0.023251712214425284
15.408188573099336,0.0233086892523161
15.458687363559898,0.02581640474165087
15.50918615402046,0.029919477291928575
15.559684944481022,0.03333882538751644
15.610183734941584,0.045420860708925
15.660682525402146,0.052316533937991565
15.711181315862708,0.0556219279577978
15.76168010632327,0.059326161242839764
15.812178896783832,0.06228969303530108
15.862677687244394,0.062631555262646
15.913176477704956,0.06160596858061126
15.963675268165519,0.058756390863931585
16.014174058626082,0.057445556081373375
16.06467284908664,0.05607774426092434
16.115171639547206,0.05528006573045289
16.165670430007765,0.0585284827123683
16.21616922046833,0.052316533937991565
16.26666801092889,0.04285616818169941
16.317166801389455,0.03197137647813679
16.367665591850013,0.024733478110655936
16.41816438231058,0.023365666290206918
16.468663172771137,0.028551665471479543
16.519161963231703,0.03470663720796546
16.56966075369226,0.04143137932335957
16.620159544152827,0.04695960364304647
16.670658334613385,0.04958091029709352
16.72115712507395,0.05009406654918025
16.77165591553451,0.05180374059697419
16.822154705995075,0.05619206124777536
16.872653496455634,0.06388541300731339
16.923152286916192,0.06371448189364093
16.973651077376758,0.06565206409299815
17.024149867837316,0.059668386381254046
17.074648658297882,0.05294364426585994
17.12514744875844,0.05026499766285271
17.175646239219006,0.049296025107639425
17.226145029679564,0.04678867252937401
17.27664382014013,0.04661774141570156
17.32714261060069,0.04097556302023302
17.377641401061254,0.039265888972439086
17.428140191521813,0.039436820086111546
17.478638981982378,0.04667471845359238
17.529137772442937,0.05830057456080502
17.579636562903502,0.06986945363012685
17.63013535336406,0.08388907115089261
17.680634143824626,0.09192464804884494
17.731132934285185,0.10081488051515952
17.78163172474575,0.10799543893368017
17.83213051520631,0.10907836556467512
17.882629305666875,0.1112438559155956
17.933128096127433,0.11477752099803448
17.983626886588,0.1084516181478761
18.034125677048557,0.09910520646736558
18.084624467509123,0.09551492725810526
18.13512325796968,0.0950017710060185
18.185622048430247,0.0949447939681277
18.236120838890805,0.08086856232054047
18.28661962935137,0.06075095010117961
18.33711841981193,0.041773604461773854
18.387617210272495,0.022909849987080372
18.438116000733054,0.018350598222606745
18.48861479119362,0.014703341975455596
18.539113581654178,0.013563438306569859
18.589612372114743,0.012822736813989207
18.6401111625753,0.011170039804086089
18.690609953035867,0.009232457604728883
18.741108743496426,0.006781719153284929
18.79160753395699,0.007921622822170678
18.84210632441755,0.009346411680510513
18.892605114878116,0.010828177576741175
18.943103905338674,0.012708782738207566
18.99360269579924,0.015501020505927063
19.044101486259798,0.01088515461463199
19.094600276720364,0.0066677650775032885
19.145099067180922,0.009460365756292156
19.195597857641488,0.005072045105490995
19.246096648102046,0.007294512494302298
19.296595438562612,0.009859205021527883
19.34709422902317,0.010770837627780992
19.397593019483736,0.010144090210981982
19.448091809944295,0.0077506917084982216
19.49859060040486,0.00740846657008394
19.54908939086542,0.006382879888049191
19.599588181325984,0.005356930294945083
19.650086971786543,0.01003013613520034
19.70058576224711,0.013107622003443304
19.751084552707667,0.012309580561902468
19.801583343168232,0.013962277571805588
19.85208213362879,0.011113062766195274
19.902580924089357,0.010542929476217709
19.953079714549915,0.010258044286763622
20.00357850501048,0.0071805584185206574
20.05407729547104,0.009403388718401339
20.104576085931605,0.009688273907855427
20.155074876392163,0.01003013613520034
20.20557366685273,0.011113062766195274
20.256072457313287,0.01088515461463199
20.306571247773853,0.008833255428423776
20.35707003823441,0.006154971736485919
20.407568828694977,0.003989118474496062
20.458067619155536,0.005584838446508365
20.5085664096161,0.005698792522289996
20.55906520007666,0.006610788039612472
20.609563990537225,0.010087113173091165
20.660062780997784,0.007465443607974755
20.71056157145835,0.005812746598071637
20.761060361918908,0.004730182878146082
20.811559152379473,0.0021085133130296723
20.862057942840032,0.0048441369539277135
20.912556733300598,0.006154971736485919
20.963055523761156,0.008548370238969679
21.01355431422172,0.008491393201078863
21.06405310468228,0.005584838446508365
21.114551895142846,0.004331343612910344
21.165050685603404,0.004787159916036898
21.21554947606397,0.0029065547545705076
21.26604826652453,0.005812746598071637
21.316547056985094,0.005869723635962452
21.367045847445652,0.006553811001721647
21.417544637906218,0.007465443607974755
21.468043428366776,0.0060979946985951035
21.518542218827342,0.005869723635962452
21.5690410092879,0.0035333021713695083
21.619539799748466,0.005242976219163452
21.670038590209025,0.005698792522289996
21.72053738066959,0.007921622822170678
21.77103617113015,0.007921622822170678
21.821534961590714,0.00866232431475132
21.872033752051273,0.0068386961911757445
21.92253254251184,0.004331343612910344
21.973031332972397,0.005812746598071637
22.023530123432963,0.004559251764473616
22.07402891389352,0.005072045105490995
22.12452770435408,0.008548370238969679
22.175026494814645,0.008719301352642135
22.225525285275204,0.00917511765576869
22.27602407573577,0.007921622822170678
22.326522866196328,0.005698792522289996
22.377021656656893,0.006325902850158375
22.427520447117452,0.005129022143381811
22.478019237578017,0.0060979946985951035
22.528518028038576,0.007237535456411483
22.57901681849914,0.007009627304848201
22.6295156089597,0.007294512494302298
22.680014399420266,0.005413907332835909
22.730513189880824,0.0048441369539277135
22.78101198034139,0.005470884370726724
22.83151077080195,0.0023933985024837696
22.882009561262514,0.006211948774376734
22.932508351723072,0.007864645784279853
22.983007142183638,0.0068386961911757445
23.033505932644196,0.0060979946985951035
23.084004723104762,0.005812746598071637
23.13450351356532,0.004160049588168519
23.185002304025886,0.004958091029709354
23.235501094486445,0.004046095512386878
23.28599988494701,0.005242976219163452
23.33649867540757,0.006610788039612472
23.386997465868134,0.007693714670607396
23.437496256328693,0.009232457604728883
23.48799504678926,0.0062689258122675595
23.538493837249817,0.0022794444267021288
23.588992627710383,0.004616228802364441
23.63949141817094,0.0037612103229327904
23.689990208631507,0.005299953257054267
23.740488999092065,0.0071805584185206574
23.79098778955263,0.00917511765576869
23.84148658001319,0.010144090210981982
23.891985370473755,0.00763673763271658
23.942484160934313,0.005698792522289996
23.99298295139488,0.005299953257054267
24.043481741855437,0.003305394019806236
24.093980532316003,0.006325902850158375
24.14447932277656,0.008206508011624765
24.194978113237127,0.00740846657008394
24.245476903697686,0.01003013613520034
24.29597569415825,0.008320462087406406
24.34647448461881,0.004673205840255257
24.396973275079375,0.004331343612910344
24.447472065539934,0.00427400366395016
24.4979708560005,0.005984040622813462
24.548469646461058,0.008035576897952309
24.598968436921623,0.008092553935843134
24.649467227382182,0.00877627839053296
24.699966017842748,0.009004186542096232
24.750464808303306,0.00814953097373395
24.80096359876387,0.005242976219163452
24.85146238922443,0.0045022747265828006
24.901961179684996,0.00564181548439918
24.952459970145554,0.007693714670607396
25.00295876060612,0.0077506917084982216
25.05345755106668,0.010599906514108534
25.103956341527244,0.010599906514108534
25.154455131987802,0.0071805584185206574
25.204953922448368,0.006382879888049191
25.255452712908927,0.003989118474496062
25.305951503369492,0.004160049588168519
25.35645029383005,0.007693714670607396
25.406949084290616,0.008947209504205416
25.457447874751175,0.010315021324654438
25.50794666521174,0.012822736813989207
25.5584454556723,0.012480874586644293
25.608944246132864,0.012138649448230012
25.659443036593423,0.010485952438326894
25.70994182705399,0.012765759776098392
25.760440617514547,0.015387066430145422
25.810939407975113,0.01504520420280051
25.86143819843567,0.018521529336279204
25.911936988896237,0.01840757526049757
25.962435779356795,0.01664092417481281
26.01293456981736,0.014475433823892325
26.06343336027792,0.01390530053391477
26.113932150738485,0.013962277571805588
26.164430941199043,0.015957199720122987
26.21492973165961,0.016925809364266912
26.265428522120168,0.018464552298388386
26.315927312580733,0.01567231453066889
26.36642610304129,0.01379134645813313
26.416924893501857,0.013050644965552478
26.467423683962416,0.014019254609696403
26.51792247442298,0.018236644146825114
26.56842126488354,0.023764868466512025
26.618920055344105,0.028779936534112194
26.669418845804664,0.03168612837761332
26.71991763626523,0.033167894273843986
26.770416426725788,0.034307797942729736
26.820915217186354,0.03704342158362777
26.871414007646912,0.0377271460383176
26.921912798107478,0.041317425247577935
26.972411588568036,0.044337934077930075
27.022910379028602,0.04450886519160253
27.07340916948916,0.0438251407369127
27.123907959949726,0.040804631906560564
27.174406750410284,0.038867049707203345
27.22490554087085,0.04285616818169941
27.27540433133141,0.043711186661131066
27.325903121791974,0.042571282992245316
27.376401912252533,0.04935300214553024
27.426900702713098,0.06206178488373782
27.477399493173657,0.08850493704218769
27.527898283634222,0.12463672601956237
27.57839707409478,0.16202200983053505
27.628895864555346,0.1935372070944759
27.679394655015905,0.21696021333364304
27.72989344547647,0.2375332789450611
27.78039223593703,0.2553141067887596
27.830891026397595,0.27201237091253266
27.881389816858153,0.2911040335387894
27.93188860731872,0.29611910160638955
27.982387397779277,0.2940672024201813
28.032886188239843,0.2784522278384726
28.0833849787004,0.25046996983483194
28.133883769160967,0.23502592636679567
28.184382559621525,0.23582360489726714
28.23488135008209,0.22710430354462502
28.28538014054265,0.19558910628068413
28.335878931003215,0.14310127831795072
28.386377721463774,0.08918902440794689
28.43687651192434,0.05089174507965173
28.487375302384898,0.02957761506458366
28.537874092845463,0.020117249308291504
28.588372883306022,0.018350598222606745
28.638871673766587,0.016356038985358715
28.689370464227146,0.016469993061140355
28.73986925468771,0.016583947136921996
28.79036804514827,0.014589387899673966
28.840866835608836,0.013677392382351489
28.891365626069394,0.01441845678600151
28.94186441652996,0.01578626860645053
28.992363206990518,0.015614974581708706
29.042861997451084,0.01430450271021987
29.093360787911642,0.016128130833795443
29.143859578372208,0.013563438306569859
29.194358368832766,0.01327855311711576
29.244857159293332,0.01316459904133412
29.29535594975389,0.01003013613520034
29.345854740214456,0.011340970917758545
29.396353530675015,0.009289434642619698
29.44685232113558,0.009859205021527883
29.49735111159614,0.011227016841976904
29.547849902056704,0.011227016841976904
29.598348692517263,0.011568879069321827
29.64884748297783,0.013107622003443304
29.699346273438387,0.011967718334557556
29.749845063898952,0.012024695372448371
29.80034385435951,0.012309580561902468
29.85084264482007,0.014475433823892325
29.901341435280635,0.015729291568559706
29.951840225741194,0.015216135316472966
30.00233901620176,0.0162990619474679
30.052837806662318,0.01578626860645053
30.103336597122883,0.013221576079224934
30.15383538758344,0.012366557599793285
30.204334178044007,0.013734369420242315
30.254832968504566,0.012195626486120827
30.30533175896513,0.011967718334557556
30.35583054942569,0.012081672410339197
30.406329339886256,0.011511902031431001
30.456828130346814,0.00866232431475132
30.50732692080738,0.006382879888049191
30.557825711267938,0.005356930294945083
30.608324501728504,0.006211948774376734
30.658823292189062,0.004787159916036898
30.709322082649628,0.00826348504951559
30.759820873110186,0.007237535456411483
30.810319663570752,0.005356930294945083
30.86081845403131,0.006496833963830832
30.911317244491876,0.0048441369539277135
30.961816034952435,0.0030774858682429645
31.012314825413,0.006041017660704278
31.06281361587356,0.005527861408617539
31.113312406334124,0.0071805584185206574
31.163811196794683,0.008206508011624765
31.21430998725525,0.007864645784279853
31.264808777715807,0.007123581380629842
31.315307568176372,0.005584838446508365
31.36580635863693,0.0068386961911757445
31.416305149097496,0.00689567322906657
31.466803939558055,0.005926700673853278
31.51730273001862,0.00866232431475132
31.56780152047918,0.008434416163188047
31.618300310939745,0.00826348504951559
31.668799101400303,0.009460365756292156
31.71929789186087,0.005926700673853278
31.769796682321427,0.0077506917084982216
31.820295472781993,0.010201067248872797
31.87079426324255,0.00877627839053296
31.921293053703117,0.01088515461463199
31.971791844163675,0.010599906514108534
32.02229063462424,0.009289434642619698
32.0727894250848,0.007123581380629842
32.123288215545365,0.006553811001721647
32.173787006005924,0.00889023246631459
32.22428579646649,0.007978599860061494
32.27478458692705,0.008206508011624765
32.32528337738761,0.007693714670607396
32.37578216784817,0.007123581380629842
32.42628095830874,0.00564181548439918
32.476779748769296,0.005413907332835909
32.52727853922986,0.006211948774376734
32.57777732969042,0.004217026626059334
32.628276120150986,0.004901113991818539
32.678774910611544,0.005755769560180822
32.72927370107211,0.005812746598071637
32.77977249153267,0.006610788039612472
32.830271281993234,0.005812746598071637
32.88077007245379,0.005812746598071637
32.93126886291436,0.003818187360823606
32.98176765337492,0.003932141436605247
33.03226644383548,0.006724742115394104
33.08276523429604,0.005584838446508365
33.133264024756606,0.008605347276860504
33.183762815217165,0.008092553935843134
33.23426160567773,0.006610788039612472
33.28476039613829,0.007009627304848201
33.335259186598854,0.006610788039612472
33.38575797705941,0.004160049588168519
33.43625676751998,0.0045022747265828006
33.48675555798054,0.0066677650775032885
33.5372543484411,0.00826348504951559
33.58775313890166,0.007465443607974755
33.63825192936223,0.0068386961911757445
33.688750719822785,0.005812746598071637
33.73924951028335,0.006553811001721647
33.78974830074391,0.00427400366395016
33.840247091204475,0.00438832065080116
33.89074588166503,0.006041017660704278
33.9412446721256,0.00814953097373395
33.99174346258616,0.0077506917084982216
