Energy (eV),Loss (a.u.)
70.53906516547254,0.01578454059886136
70.03726287262873,0.016509309719845107
69.53865126969002,0.017294621555357007
69.03556124436531,0.018428925627488636
68.53591160220995,0.019221654528144956
68.03597871990347,0.020017652207458474
67.53593205574911,0.02123285473763502
67.03593623345043,0.022385644492509894
66.53615104054923,0.023614123756072466
66.03673143465531,0.024788369588584366
65.5343652596545,0.02608557915229001
65.0361748977666,0.027685233702342958
64.53542815523879,0.028936703544857244
64.0324162494193,0.030608116682291707
63.533930857874516,0.03228986192648651
63.03353658536586,0.03405139622105783
62.53465745828502,0.036165367426082014
62.03430514577187,0.038305559565208834
61.532738095238095,0.04015964485187109
61.03321033210333,0.04236494173041405
60.532864880690965,0.04502190580511783
60.03193960511034,0.04732937874067775
59.530665131010664,0.050074982997295236
59.0320738555249,0.05291714916360776
58.53071624044541,0.055689815575859294
58.02965804369182,0.05862598799708058
57.53176885261107,0.0620931742099478
57.02923869069512,0.06512823933397717
56.530258840685384,0.06913282402674717
56.02981029810299,0.07288534342752526
55.5306862437889,0.07759629772273635
55.028168389300454,0.08243879769819797
54.52986944481076,0.08835645752973331
54.02874564459932,0.09489698785120101
53.52750809061489,0.10238660560551388
53.02868379429744,0.11107174248164263
52.52794715447155,0.12103310820519256
52.027848844524605,0.1321589256334836
51.52647975077882,0.14385564001737924
51.02628439800913,0.15569488410842122
50.52747342267118,0.16589490495443754
50.026212848328434,0.17343224728459877
49.526889447838066,0.17785519204906647
49.02580721653559,0.17895007960771955
48.52526991081208,0.17953494082816368
48.02555168408827,0.18134347544109633
47.52509386253928,0.19071728000538965
47.02426080363912,0.22797467132108437
46.52514720774107,0.21516961184414576
46.02456127332765,0.18085441399797758
45.52460640757459,0.19322138204634165
45.023954703832764,0.21070731679851315
44.52300624506496,0.22877949914871143
44.023706437646396,0.24478094004218018
43.52326152550698,0.2561413744641938
43.02212665603108,0.26279285619837345
42.5221951804751,0.2665857193821968
42.022357723577244,0.27265081513007366
41.52162270718972,0.28480081999940676
41.021825396825406,0.30416176536309275
40.52200045732206,0.32462850190285997
40.02129307007357,0.33052928956995486
39.52147317446158,0.3106215829485165
39.02047749363028,0.27476350392625304
38.52005961992299,0.2444060921991009
38.020657737456716,0.23310945878025446
37.52041618776843,0.2421971694744356
37.019905100122365,0.24178951064437343
36.51966556759303,0.19360206208861766
36.01916376306621,0.14211326494563287
35.51896921975663,0.11608937048496717
35.018631436314365,0.1268266346461246
34.518741130311376,0.104939859548707
34.017989359951734,0.07120632697958423
33.517968116725214,0.06616990187501916
33.017486891485454,0.06480495069365884
32.51723505203282,0.06501535952074204
32.017034456058845,0.06624656475131009
31.51676829268293,0.06883766682818304
31.016377047130895,0.07212227840729006
30.51585446852476,0.07640891066985911
30.01596980255517,0.0818900568411492
29.515334649884604,0.08869941455458141
29.015507683671323,0.09666464512770213
28.51527480863389,0.10640667249667805
28.014905149051494,0.1182091323083665
27.514694466008653,0.13218522721712042
27.01437282229966,0.14866791811894062
26.51434189714872,0.1680387128007476
26.013924422262303,0.1915737521482278
25.51366693404085,0.21846196569689982
25.013106424164217,0.24987589346655237
24.512903608267795,0.2854746351115593
24.012775842044135,0.32478407165523104
23.512576053374783,0.36733391300942814
23.012280636663824,0.4122232344737508
22.511977351916382,0.45712711753617946
22.011853218823198,0.5022787282980675
21.511436350078903,0.5470921373236326
21.011178861788622,0.5918440651855921
20.510912698412703,0.6384677466011206
20.010646535036784,0.6868597204648867
19.51023874681514,0.7332772540463087
19.010037545015713,0.772316514153863
18.509952550061183,0.7972606407542582
18.009581881533105,0.7970450612429524
17.509315718157183,0.7707340063560442
17.008994679975867,0.721056457087138
16.508743445742727,0.659661063210486
16.008517228029422,0.5950728706156297
15.508188523565448,0.536515136978524
15.007984901277585,0.48685232488596764
14.507753841835662,0.44855183679372884
14.007452574525747,0.4211343273908514
13.50718641114983,0.4042981807620127
13.006962211131151,0.39447503785322624
12.506679302731207,0.37513570288316833
12.006387921022068,0.30850379998736743
11.506140318331912,0.2804628078239374
11.005828963828485,0.35221792681043884
10.505589430894311,0.44640304073262366
10.005323267518392,0.5271325430660753
9.505018772507857,0.5461027380191537
9.004790940766553,0.4773314230647424
8.504497339987934,0.36704011281320975
8.004258614014711,0.27008530395387087
7.503992450638792,0.20168135257238187
7.003726287262873,0.1566605797152082
6.503447010406565,0.12661392905485222
6.003193960511034,0.10453240877008073
5.502914481914242,0.08442511096239971
5.002661633759196,0.06221783482689895
4.752527593776699,0.05046545507239643
4.502395470383276,0.039231438608877775
4.252248669993967,0.02937079984824403
4.002129307007356,0.021395598841236024
3.751984877126654,0.015363366550763433
3.501853258092655,0.011029669260648562
3.2517235052032825,0.008012871246147675
3.0015897174077684,0.005948625282439666
2.751457240957121,0.004546978168770745
2.501325773233294,0.0035926180951216017
2.251193649837308,0.0029395153817198386
2.0010614255687416,0.0024955503953314776
1.7509291004275345,0.002207405132298069
1.5007966744136245,0.002067396986092126
1.250662886616647,0.0021501629132961767
1.0005307127843708,0.00282594567539004
0.7503978832791027,0.0030200930372052057
0.5002653563921854,0.0002637986196774291
